,id,Airport Name,City,Country,IATA Code,ICAO Code,Latitude,Longitude,Altitude,UTC TimeZone,DST,Continent/State
0,1580,Plzeň-Líně Airport,Line,,\N,LKLN,49.6752014,13.2746,1188,1,E,Europe/Prague
1,7036,Bagram Air Base,Kabul,Afghanistan,OAI,OAIX,34.9460983,69.2649994,4895,4.5,U,Asia/Kabul
2,8146,Sharana Airstrip,Sharona,Afghanistan,OAS,OASA,33.12575,68.838517,7340,4.5,N,Asia/Kabul
3,2056,Konduz Airport,Kunduz,Afghanistan,UND,OAUZ,36.6651001,68.9107971,1457,4.5,U,Asia/Kabul
4,10057,Farah Airport,Farah,Afghanistan,FAH,OAFR,32.3670006,62.1829987,3083,4.3,N,\N
5,7868,Camp Bastion Airport,Camp Bastion,Afghanistan,OAZ,OAZI,31.8638,64.2246017,2943,4.5,N,Asia/Kabul
6,13469,Ghazni Airport,Ghazni,Afghanistan,GZI,OAGN,33.5312004,68.4129028,7150,4.5,N,\N
7,8127,Khost Airport,Khost,Afghanistan,KHT,OAKS,33.3334007,69.9520035,3756,4.5,N,Asia/Kabul
8,2050,Hamid Karzai International Airport,Kabul,Afghanistan,KBL,OAKB,34.565899,69.212303,5877,4.5,U,Asia/Kabul
9,2049,Jalalabad Airport,Jalalabad,Afghanistan,JAA,OAJL,34.3997993,70.4985962,1814,4.5,U,Asia/Kabul
10,2052,Maimana Airport,Maimama,Afghanistan,MMZ,OAMN,35.9308014,64.7609024,2743,4.5,U,Asia/Kabul
11,2051,Kandahar Airport,Kandahar,Afghanistan,KDH,OAKN,31.5058002,65.8478012,3337,4.5,U,Asia/Kabul
12,2054,Shindand Airport,Shindand,Afghanistan,OAH,OASD,33.3913002,62.2610016,3773,4.5,U,Asia/Kabul
13,2055,Sheberghan Airport,Sheberghan,Afghanistan,\N,OASG,36.7508011,65.9132004,1053,4.5,U,Asia/Kabul
14,2048,Herat Airport,Herat,Afghanistan,HEA,OAHR,34.2099991,62.2282982,3206,4.5,U,Asia/Kabul
15,2053,Mazar I Sharif Airport,Mazar-i-sharif,Afghanistan,MZR,OAMS,36.7069016,67.2097015,1284,4.5,U,Asia/Kabul
16,7500,Zaranj Airport,Zaranj,Afghanistan,ZAJ,OAZJ,30.972222,61.865833,1572,4.5,U,Asia/Kabul
17,7499,Tarin Kowt Airport,Tarin Kowt,Afghanistan,TII,OATN,32.6041985,65.865799,4429,4.5,U,Asia/Kabul
18,7501,Chakcharan Airport,Chaghcharan,Afghanistan,CCN,OACC,34.5330009,65.2669983,7383,4.5,U,Asia/Kabul
19,5922,Fayzabad Airport,Faizabad,Afghanistan,FBD,OAFZ,37.121101,70.518097,3872,4.5,U,Asia/Kabul
20,8773,Bost Airport,Lashkar Gah,Afghanistan,BST,OABT,31.5597,64.3649979,2464,4.5,U,Asia/Kabul
21,8267,Shank Air Base,Shank,Afghanistan,OAA,OASH,33.9225,69.0772222,6890,4.5,N,Asia/Kabul
22,8825,Bamiyan Airport,Bamyan,Afghanistan,BIN,OABN,34.8170013,67.8170013,8367,4.5,N,Asia/Kabul
23,11869,Gjadër Air Base,Gjadër,Albania,\N,LAGJ,41.895199,19.5987,23,\N,\N,\N
24,11872,Vlorë Air Base,Vlorë,Albania,\N,LAVL,40.4761009,19.4741993,3,\N,\N,\N
25,11870,Kukës Airport,Kukës,Albania,\N,LAKU,42.033699,20.4158993,1120,\N,\N,\N
26,11871,Kuçovë Air Base,Kuçovë,Albania,\N,LAKV,40.7719002,19.9018993,135,\N,\N,\N
27,1190,Tirana International Airport Mother Teresa,Tirana,Albania,TIA,LATI,41.4146996,19.7206001,126,1,E,Europe/Tirane
28,243,Ain el Beida Airport,Ouargla,Algeria,OGX,DAUU,31.9172001,5.41277981,492,1,N,Africa/Algiers
29,209,Soummam Airport,Bejaja,Algeria,BJA,DAAE,36.7120018,5.06992006,20,1,N,Africa/Algiers
30,208,Bou Saada Airport,Bou Saada,Algeria,BUJ,DAAD,35.3325005,4.2063899,1506,1,N,Africa/Algiers
31,210,Houari Boumediene Airport,Algier,Algeria,ALG,DAAG,36.6910019,3.21540999,82,1,N,Africa/Algiers
32,212,Boufarik Airport,Boufarik,Algeria,\N,DAAK,36.545799,2.87611,335,1,N,Africa/Algiers
33,213,Reggane Airport,Reggan,Algeria,\N,DAAN,26.7101,0.285647,955,1,N,Africa/Algiers
34,211,Djanet Inedbirene Airport,Djanet,Algeria,DJG,DAAJ,24.292801,9.45244,3176,1,N,Africa/Algiers
35,242,Timimoun Airport,Timimoun,Algeria,TMX,DAUT,29.2371006,0.27603301,1027,1,N,Africa/Algiers
36,5553,Béchar Boudghene Ben Ali Lotfi Airport,Béchar,Algeria,CBH,DAOR,31.6457005,-2.26986003,2661,1,N,Africa/Algiers
37,5554,Bordj Badji Mokhtar Airport,Bordj Badji Mokhtar,Algeria,BMW,DATM,21.375,0.92388898,1303,1,N,Africa/Algiers
38,6492,Ain Arnat Airport,Setif,Algeria,QSF,DAAS,36.1781006,5.32449007,3360,1,U,Africa/Algiers
39,5552,Batna Airport,Batna,Algeria,BLJ,DABT,35.7521019,6.30858994,2697,1,N,Africa/Algiers
40,244,In Aménas Airport,Zarzaitine,Algeria,IAM,DAUZ,28.0515,9.64291,1847,1,N,Africa/Algiers
41,207,Blida Airport,Blida,Algeria,QLD,DAAB,36.5036011,2.81416988,535,1,N,Africa/Algiers
42,5555,Guemar Airport,Guemar,Algeria,ELU,DAUO,33.5113983,6.77679014,203,1,N,Africa/Algiers
43,232,Sidi Bel Abbes Airport,Sidi Bel Abbes,Algeria,BFW,DAOS,35.1717987,-0.59327501,1614,1,N,Africa/Algiers
44,231,Es Senia Airport,Oran,Algeria,ORN,DAOO,35.6239014,-0.62118298,295,1,N,Africa/Algiers
45,234,Touat Cheikh Sidi Mohamed Belkebir Airport,Adrar,Algeria,AZR,DAUA,27.8376007,-0.186414,919,1,N,Africa/Algiers
46,233,Ghriss Airport,Ghriss,Algeria,MUW,DAOV,35.2076988,0.14714199,1686,1,N,Africa/Algiers
47,229,Tafaraoui Airport,Oran,Algeria,TAF,DAOL,35.5424004,-0.532278,367,1,N,Africa/Algiers
48,228,Ech Cheliff Airport,Ech-cheliff,Algeria,CFK,DAOI,36.2126999,1.33176994,463,1,N,Africa/Algiers
49,230,Zenata – Messali El Hadj Airport,Tlemcen,Algeria,TLM,DAON,35.0167007,-1.45000005,814,1,N,Africa/Algiers
50,238,Oued Irara Airport,Hassi Messaoud,Algeria,HME,DAUH,31.6730003,6.14043999,463,1,N,Africa/Algiers
51,237,Noumérat - Moufdi Zakaria Airport,Ghardaia,Algeria,GHA,DAUG,32.3841019,3.79411006,1512,1,N,Africa/Algiers
52,240,Touggourt Sidi Madhi Airport,Touggourt,Algeria,TGR,DAUK,33.0677986,6.08866978,279,1,N,Africa/Algiers
53,239,In Salah Airport,In Salah,Algeria,INZ,DAUI,27.2509995,2.51202011,896,1,N,Africa/Algiers
54,236,El Golea Airport,El Golea,Algeria,ELG,DAUE,30.5713005,2.85959005,1306,1,N,Africa/Algiers
55,235,Biskra Airport,Biskra,Algeria,BSK,DAUB,34.7933006,5.73823023,289,1,N,Africa/Algiers
56,241,Laghouat Airport,Laghouat,Algeria,LOO,DAUL,33.7644005,2.92833996,2510,1,N,Africa/Algiers
57,218,Mecheria Airport,Mecheria,Algeria,MZW,DAAY,33.5359001,-0.24235301,3855,1,N,Africa/Algiers
58,217,Jijel Ferhat Abbas Airport,Jijel,Algeria,GJL,DAAV,36.7951012,5.87361002,36,1,N,Africa/Algiers
59,220,Rabah Bitat Airport,Annaba,Algeria,AAE,DABB,36.822201,7.809174,16,1,N,Africa/Algiers
60,219,Relizane Airport,Relizane,Algeria,\N,DAAZ,35.752201,0.626272,282,1,N,Africa/Algiers
61,215,Ain Oussera Airport,Ain Oussera,Algeria,\N,DAAQ,35.5253983,2.87871003,2132,1,N,Africa/Algiers
62,214,Illizi Takhamalt Airport,Illizi,Algeria,VVZ,DAAP,26.7234993,8.62265015,1778,1,N,Africa/Algiers
63,216,Aguenar – Hadj Bey Akhamok Airport,Tamanrasset,Algeria,TMR,DAAT,22.8115005,5.45107985,4518,1,N,Africa/Algiers
64,226,Bou Sfer Airport,Bou Sfer,Algeria,\N,DAOE,35.7354012,-0.80538899,187,1,N,Africa/Algiers
65,225,Bou Chekif Airport,Tiaret,Algeria,TID,DAOB,35.3410988,1.46315002,3245,1,N,Africa/Algiers
66,227,Tindouf Airport,Tindouf,Algeria,TIN,DAOF,27.7003994,-8.16709995,1453,1,N,Africa/Algiers
67,222,Cheikh Larbi Tébessi Airport,Tebessa,Algeria,TEE,DABS,35.4315987,8.12071991,2661,1,N,Africa/Algiers
68,221,Mohamed Boudiaf International Airport,Constantine,Algeria,CZL,DABC,36.276001,6.62038994,2265,1,N,Africa/Algiers
69,224,Hassi R'Mel Airport,Tilrempt,Algeria,HRM,DAFH,32.9304008,3.31153989,2540,1,N,Africa/Algiers
70,13448,El Bayadh Airport,El Bayadh,Algeria,EBH,DAOY,33.7216667,1.0925,4493,1,N,\N
71,7408,Tsletsi Airport,Djelfa,Algeria,QDJ,DAFI,34.6657,3.351,3753,1,U,Africa/Algiers
72,1970,Pago Pago International Airport,Pago Pago,American Samoa,PPG,NSTU,-14.3310003,-170.710007,32,-11,U,Pacific/Pago_Pago
73,7627,Fitiuta Airport,Fiti\'uta,American Samoa,FTI,NSFQ,-14.2172,-169.425003,110,-11,U,Pacific/Pago_Pago
74,7409,Nzagi Airport,Nzagi,Angola,NZA,FNZG,-7.71693993,21.3582001,2431,1,U,Africa/Luanda
75,962,Xangongo Airport,Xangongo,Angola,XGN,FNXA,-16.7553997,14.9652996,3635,1,N,Africa/Luanda
76,7411,Lucapa Airport,Lucapa,Angola,LBZ,FNLK,-8.44572735,20.7320862,3029,1,U,Africa/Luanda
77,960,Luena Airport,Luena,Angola,LUO,FNUE,-11.7680998,19.8976994,4360,1,N,Africa/Luanda
78,959,Lubango Airport,Lubango,Angola,SDD,FNUB,-14.9246998,13.5749998,5778,1,N,Africa/Luanda
79,961,Uige Airport,Uige,Angola,UGO,FNUG,-7.60306978,15.0277996,2720,1,N,Africa/Luanda
80,5630,Catumbela Airport,Catumbela,Angola,CBT,FNCT,-12.4792,13.4869,23,1,N,Africa/Luanda
81,5631,Dundo Airport,Dundo,Angola,DUE,FNDU,-7.40088987,20.8185005,2451,1,N,Africa/Luanda
82,11806,Sumbe Airport,Sumbe,Angola,NDD,FNSU,-11.1679001,13.8474998,36,\N,\N,\N
83,5633,Namibe Airport,Mocamedes,Angola,MSZ,FNMO,-15.2612,12.1468,210,1,N,Africa/Luanda
84,7412,Capanda Airport,Kapanda,Angola,KNP,FNCP,-9.76937008,15.4553194,3366,1,U,Africa/Luanda
85,5632,Ngjiva Pereira Airport,Ondjiva,Angola,VPE,FNGI,-17.0435009,15.6837997,3566,1,N,Africa/Luanda
86,949,Kuito Airport,Kuito,Angola,SVP,FNKU,-12.4046001,16.9473991,5618,1,N,Africa/Luanda
87,948,Nova Lisboa Airport,Huambo,Angola,NOV,FNHU,-12.8088999,15.7605,5587,1,N,Africa/Luanda
88,951,Quatro de Fevereiro Airport,Luanda,Angola,LAD,FNLU,-8.85837,13.2312,243,1,N,Africa/Luanda
89,950,Lobito Airport,Lobito,Angola,\N,FNLB,-12.3711996,13.5366001,10,1,N,Africa/Luanda
90,945,Benguela Airport,Benguela,Angola,BUG,FNBG,-12.6090002,13.4036999,118,1,N,Africa/Luanda
91,944,Mbanza Congo Airport,M'banza-congo,Angola,SSY,FNBC,-6.26989985,14.2469997,1860,1,N,Africa/Luanda
92,946,Cabinda Airport,Cabinda,Angola,CAB,FNCA,-5.59699011,12.1884003,66,1,N,Africa/Luanda
93,957,Saurimo Airport,Saurimo,Angola,VHC,FNSA,-9.68906975,20.4319,3584,1,N,Africa/Luanda
94,955,Negage Airport,Negage,Angola,GXG,FNNG,-7.75450993,15.2876997,4105,1,N,Africa/Luanda
95,956,Porto Amboim Airport,Porto Amboim,Angola,PBN,FNPA,-10.7220001,13.7655001,16,1,N,Africa/Luanda
96,952,Malanje Airport,Malanje,Angola,MEG,FNMA,-9.52509022,16.3124008,3868,1,N,Africa/Luanda
97,958,Soyo Airport,Soyo,Angola,SZA,FNSO,-6.14108992,12.3718004,15,1,N,Africa/Luanda
98,953,Menongue Airport,Menongue,Angola,SPP,FNME,-14.6576004,17.7198009,4469,1,N,Africa/Luanda
99,2900,Clayton J Lloyd International Airport,The Valley,Anguilla,AXA,TQPF,18.2048,-63.055099,127,-4,U,America/Anguilla
100,2661,Teniente Rodolfo Marsh Martin Base,Isla Rey Jorge,Antarctica,TNM,SCRM,-62.1907997,-58.9866982,147,12,U,Antarctica/South_Pole
101,2493,Marambio Base,Marambio Base,Antarctica,\N,SAWB,-64.2382965,-56.6307983,760,12,U,Antarctica/South_Pole
102,7947,McMurdo Station Ice Runway,Ross Island,Antarctica,\N,NZIR,-77.8539963,166.468994,1,12,N,Antarctica/South_Pole
103,7578,Wilkins Runway,Budd Coast,Antarctica,\N,YWKS,-66.690833,111.523611,2529,12,U,Antarctica/South_Pole
104,9124,McMurdo Station Pegasus Field,McMurdo Station,Antarctica,\N,NZPG,-77.9634018,166.524994,18,12,Z,Antarctica/South_Pole
105,2038,Williams Field,Weydon,Antarctica,\N,NZWD,-77.8674011,167.057007,68,12,N,Antarctica/South_Pole
106,2033,South Pole Station Airport,Stephen's Island,Antarctica,\N,NZSP,-90,0,9300,12,U,Antarctica/South_Pole
107,2874,V.C. Bird International Airport,Antigua,Antigua and Barbuda,ANU,TAPA,17.1367,-61.792702,62,-4,U,America/Antigua
108,6074,Codrington Airport,Codrington,Antigua and Barbuda,BBQ,TAPH,17.635799,-61.828602,15,-4,U,America/Antigua
109,2515,Villa Gesell Airport,Villa Gesell,Argentina,VLG,SAZV,-37.2354,-57.0292,32,-3,N,America/Buenos_Aires
110,2517,Aviador C. Campos Airport,San Martin Des Andes,Argentina,CPC,SAZY,-40.075401,-71.137299,2569,-3,N,America/Argentina/Salta
111,2516,Cutral-Co Airport,Cutralco,Argentina,CUT,SAZW,-38.9397011,-69.2646027,2132,-3,N,America/Argentina/Salta
112,2513,San Carlos De Bariloche Airport,San Carlos De Bariloche,Argentina,BRC,SAZS,-41.151199,-71.157501,2774,-3,N,America/Argentina/Salta
113,2512,Santa Rosa Airport,Santa Rosa,Argentina,RSA,SAZR,-36.588299,-64.275703,630,-3,N,America/Argentina/Salta
114,2514,Héroes De Malvinas Airport,Tandil,Argentina,TDL,SAZT,-37.2374001,-59.2279015,574,-3,N,America/Buenos_Aires
115,7229,Sierra Grande Airport,Sierra Grande,Argentina,SGV,SAVS,-41.5917015,-65.3394012,688,-3,N,America/Argentina/Salta
116,7230,Cabo F.A.A. H. R. Bordón Airport,Ingeniero Jacobacci,Argentina,IGB,SAVJ,-41.3209,-69.5748978,2925,-3,N,America/Argentina/Salta
117,7222,Rincon De Los Sauces Airport,Rincon de los Sauces,Argentina,RDS,SAHS,-37.3905983,-68.9041977,1968,-3,N,America/Argentina/Salta
118,11929,Presidente Néstor Kirchner Regionsl Airport,Villa Maria,Argentina,\N,SAOV,-32.3201,-63.22663,670,\N,\N,\N
119,2445,San Fernando Airport,San Fernando,Argentina,FDO,SADF,-34.4532,-58.5896,10,-3,N,America/Buenos_Aires
120,2444,Chamical Airport,Gobernador Gordillo,Argentina,\N,SACT,-30.3453007,-66.293602,1502,-3,N,America/Argentina/La_Rioja
121,2503,Olavarria Airport,Olavarria,Argentina,OVR,SAZF,-36.8899994,-60.2165985,551,-3,N,America/Buenos_Aires
122,2502,Brigadier D.H.E. Ruiz Airport,Colonel Suarez,Argentina,CSZ,SAZC,-37.446098,-61.889301,767,-3,N,America/Buenos_Aires
123,2504,General Pico Airport,General Pico,Argentina,GPO,SAZG,-35.6962013,-63.7583008,459,-3,N,America/Argentina/Salta
124,2500,Santa Cruz Airport,Santa Cruz,Argentina,RZA,SAWU,-50.0165,-68.5792,364,-3,N,America/Argentina/Rio_Gallegos
125,2499,Perito Moreno Airport,Perito Moreno,Argentina,PMQ,SAWP,-46.537899,-70.978699,1410,-3,N,America/Argentina/Rio_Gallegos
126,2501,Comandante Espora Airport,Bahia Blanca,Argentina,BHI,SAZB,-38.725,-62.1693,246,-3,N,America/Buenos_Aires
127,2509,Presidente Peron Airport,Neuquen,Argentina,NQN,SAZN,-38.949001,-68.155701,895,-3,N,America/Argentina/Salta
128,2508,Ástor Piazzola International Airport,Mar Del Plata,Argentina,MDQ,SAZM,-37.9342,-57.5733,72,-3,N,America/Buenos_Aires
129,2511,Comodoro Pedro Zanni Airport,Pehuajo,Argentina,PEH,SAZP,-35.8446,-61.8576,278,-3,N,America/Buenos_Aires
130,2505,Tres Arroyos Airport,Tres Arroyos,Argentina,OYO,SAZH,-38.3869,-60.3297,400,-3,N,America/Buenos_Aires
131,2506,Bolivar Airport,Bolivar,Argentina,\N,SAZI,-36.1866,-61.0764,308,-3,N,America/Buenos_Aires
132,6032,Santa Teresita Airport,Santa Teresita,Argentina,SST,SAZL,-36.5423,-56.7218,9,-3,N,America/Buenos_Aires
133,6031,Gobernador Gregores Airport,Gobernador Gregores,Argentina,GGS,SAWR,-48.7831,-70.150002,356,-3,N,America/Argentina/Rio_Gallegos
134,6033,Necochea Airport,Necochea,Argentina,NEC,SAZO,-38.4831,-58.8172,72,-3,N,America/Buenos_Aires
135,2437,Gualeguaychu Airport,Gualeguaychu,Argentina,GHU,SAAG,-33.0103,-58.6131,75,-3,N,America/Cordoba
136,2438,Junin Airport,Junin,Argentina,JNI,SAAJ,-34.5459,-60.9306,262,-3,N,America/Buenos_Aires
137,2436,Comodoro Pierrestegui Airport,Concordia,Argentina,COC,SAAC,-31.2969,-57.9966,112,-3,N,America/Cordoba
138,4061,El Calafate Airport,El Calafate,Argentina,FTE,SAWC,-50.2803,-72.053101,669,-3,N,America/Argentina/Rio_Gallegos
139,3988,Ministro Pistarini International Airport,Buenos Aires,Argentina,EZE,SAEZ,-34.8222,-58.5358,67,-3,N,America/Buenos_Aires
140,13695,Sunchales Aeroclub Airport,Sunchales,Argentina,NCJ,SAFS,-30.9575,-61.5283,311,-3,N,\N
141,6027,General Enrique Mosconi Airport,Tartagal,Argentina,TTG,SAST,-22.6196003,-63.7937012,1472,-3,N,America/Argentina/Salta
142,6028,Las Heras Airport,Las Heras,Argentina,LHS,SAVH,-46.5382996,-68.9653015,1082,-3,N,America/Argentina/Rio_Gallegos
143,8914,Termas de Río Hondo international Airport,Rio Hondo,Argentina,RHD,SANR,-27.4966,-64.93595,935,-3,S,America/Cordoba
144,7312,Jose De San Martin Airport,Jose de San Martin,Argentina,JSM,SAWS,-44.0485992,-70.4589005,2407,-3,N,America/Catamarca
145,7311,D. Casimiro Szlapelis Airport,Alto Rio Senguer,Argentina,ARR,SAVR,-45.013599,-70.812202,2286,-3,N,America/Catamarca
146,2441,Sauce Viejo Airport,Santa Fe,Argentina,SFN,SAAV,-31.7117,-60.8117,55,-3,N,America/Cordoba
147,2443,Ingeniero Ambrosio Taravella Airport,Cordoba,Argentina,COR,SACO,-31.323601,-64.208,1604,-3,N,America/Cordoba
148,7221,Zapala Airport,ZAPALA,Argentina,APZ,SAHZ,-38.975498,-70.113602,3330,-3,N,America/Argentina/Salta
149,2442,Jorge Newbery Airpark,Buenos Aires,Argentina,AEP,SABE,-34.5592,-58.4156,18,-3,N,America/Buenos_Aires
150,6030,Lago Argentino Airport,El Calafate,Argentina,ING,SAWA,-50.336102,-72.248596,732,-3,N,America/Argentina/Rio_Gallegos
151,11433,Tolwin Observatory Airport,Tolhuin,Argentina,\N,SAWL,-54.5219002,-67.1989975,90,-3,S,\N
152,6029,Antoine de Saint Exupéry Airport,San Antonio Oeste,Argentina,OES,SAVN,-40.7512,-65.0343,85,-3,N,America/Argentina/Salta
153,2440,Islas Malvinas Airport,Rosario,Argentina,ROS,SAAR,-32.9036,-60.785,85,-3,N,America/Cordoba
154,2439,General Urquiza Airport,Parana,Argentina,PRA,SAAP,-31.7948,-60.4804,242,-3,N,America/Cordoba
155,2467,Brigadier Mayor D Cesar Raul Ojeda Airport,San Luis,Argentina,LUQ,SAOU,-33.273201,-66.3563995,2328,-3,N,America/Argentina/San_Luis
156,2466,Villa Reynolds Airport,Villa Reynolds,Argentina,VME,SAOR,-33.7299004,-65.3873978,1591,-3,N,America/Argentina/San_Luis
157,2469,Resistencia International Airport,Resistencia,Argentina,RES,SARE,-27.45,-59.0561,173,-3,N,America/Cordoba
158,2468,Corrientes Airport,Corrientes,Argentina,CNQ,SARC,-27.4455,-58.7619,202,-3,N,America/Cordoba
159,2463,Villa Dolores Airport,Villa Dolores,Argentina,VDR,SAOD,-31.9452,-65.1463013,1847,-3,N,America/Cordoba
160,2462,Area De Material Airport,Rio Cuarto,Argentina,RCU,SAOC,-33.0850983,-64.2612991,1380,-3,N,America/Cordoba
161,2465,Marcos Juarez Airport,Marcos Juarez,Argentina,\N,SAOM,-32.6836,-62.157801,360,-3,N,America/Cordoba
162,2464,La Quiaca Airport,Laboulaye,Argentina,\N,SAOL,-22.1506004,-65.5774994,11414,-3,N,America/Jujuy
163,2474,Libertador Gral D Jose De San Martin Airport,Posadas,Argentina,PSS,SARP,-27.3858,-55.9707,430,-3,N,America/Cordoba
164,2473,Monte Caseros Airport,Monte Caseros,Argentina,MCS,SARM,-30.2719,-57.6402,170,-3,N,America/Cordoba
165,2476,Martin Miguel De Guemes International Airport,Salta,Argentina,SLA,SASA,-24.8560009,-65.4861984,4088,-3,N,America/Argentina/Salta
166,2475,Termal Airport,Presidencia R.s.pena,Argentina,PRQ,SARS,-26.753611,-60.492222,308,-3,N,America/Cordoba
167,2471,Cataratas Del Iguazú International Airport,Iguazu Falls,Argentina,IGR,SARI,-25.737301,-54.4734,916,-3,N,America/Cordoba
168,2470,Formosa Airport,Formosa,Argentina,FMA,SARF,-26.2127,-58.2281,193,-3,N,America/Cordoba
169,2472,Paso De Los Libres Airport,Paso De Los Libres,Argentina,AOL,SARL,-29.6894,-57.1521,230,-3,N,America/Cordoba
170,2452,El Plumerillo Airport,Mendoza,Argentina,MDZ,SAME,-32.8316994,-68.7929001,2310,-3,N,America/Mendoza
171,2451,Dr. Arturo H. Illia Airport,Fuerte Gral Roca,Argentina,GNR,SAHR,-39.0007019,-67.6204987,852,-3,N,America/Argentina/Salta
172,2454,Suboficial Ay Santiago Germano Airport,San Rafael,Argentina,AFA,SAMR,-34.588299,-68.4039,2470,-3,N,America/Mendoza
173,2453,Comodoro D.R. Salomón Airport,Malargue,Argentina,LGS,SAMM,-35.4935989,-69.5743027,4685,-3,N,America/Mendoza
174,2448,Moron Airport,Moron,Argentina,\N,SADM,-34.6763,-58.6428,95,-3,N,America/Buenos_Aires
175,2447,La Plata Airport,La Plata,Argentina,LPG,SADL,-34.9722,-57.8947,72,-3,N,America/Buenos_Aires
176,2450,Chos Malal Airport,Chosmadal,Argentina,HOS,SAHC,-37.4446983,-70.2225037,2788,-3,N,America/Argentina/Salta
177,2449,El Palomar Airport,El Palomar,Argentina,EPA,SADP,-34.6099,-58.6126,59,-3,N,America/Buenos_Aires
178,2459,Chilecito Airport,Chilecito,Argentina,\N,SANO,-29.2238998,-67.4389038,3099,-3,N,America/Argentina/La_Rioja
179,2458,Capitan V A Almonacid Airport,La Rioja,Argentina,IRJ,SANL,-29.3815994,-66.7957993,1437,-3,N,America/Argentina/La_Rioja
180,2461,Domingo Faustino Sarmiento Airport,San Juan,Argentina,UAQ,SANU,-31.571501,-68.418198,1958,-3,N,America/Argentina/San_Juan
181,2460,Teniente Benjamin Matienzo Airport,Tucuman,Argentina,TUC,SANT,-26.8409,-65.104897,1493,-3,N,America/Argentina/Tucuman
182,2456,Vicecomodoro Angel D. La Paz Aragonés Airport,Santiago Del Estero,Argentina,SDE,SANE,-27.7655563,-64.3099976,656,-3,N,America/Cordoba
183,2455,Catamarca Airport,Catamarca,Argentina,CTC,SANC,-28.5956001,-65.7517014,1522,-3,N,America/Catamarca
184,2457,Tinogasta Airport,Tinogasta,Argentina,\N,SANI,-28.0377998,-67.5802994,3968,-3,N,America/Catamarca
185,2486,El Bolson Airport,El Bolson,Argentina,EHL,SAVB,-41.9431992,-71.5323029,1141,-3,N,America/Argentina/Salta
186,2485,Curuzu Cuatia Airport,Curuzu Cuatia,Argentina,UZU,SATU,-29.7706,-57.9789,229,-3,N,America/Cordoba
187,2487,General E. Mosconi Airport,Comodoro Rivadavia,Argentina,CRD,SAVC,-45.7853,-67.4655,189,-3,N,America/Catamarca
188,2498,Capitan D Daniel Vazquez Airport,San Julian,Argentina,ULA,SAWJ,-49.3068,-67.8026,203,-3,N,America/Argentina/Rio_Gallegos
189,2497,Malvinas Argentinas Airport,Ushuaia,Argentina,USH,SAWH,-54.8433,-68.2958,102,-3,N,America/Argentina/Ushuaia
190,2488,Brigadier Antonio Parodi Airport,Esquel,Argentina,EQS,SAVE,-42.9080009,-71.1395035,2621,-3,N,America/Catamarca
191,2490,Almirante Marco Andres Zar Airport,Trelew,Argentina,REL,SAVT,-43.2105,-65.2703,141,-3,N,America/Catamarca
192,2477,Gobernador Horacio Guzman International Airport,Jujuy,Argentina,JUJ,SASJ,-24.392799,-65.097801,3019,-3,N,America/Jujuy
193,2478,Orán Airport,Oran,Argentina,ORA,SASO,-23.1527996,-64.3292007,1171,-3,N,America/Argentina/Salta
194,2492,El Tehuelche Airport,Puerto Madryn,Argentina,PMY,SAVY,-42.7592,-65.1027,427,-3,N,America/Catamarca
195,2483,Oberá Airport,Obera,Argentina,\N,SATO,-27.5181999,-55.1241989,1125,-3,N,America/Cordoba
196,2484,Reconquista Airport,Reconquista,Argentina,RCQ,SATR,-29.2103,-59.68,160,-3,N,America/Cordoba
197,2495,Hermes Quijada International Airport,Rio Grande,Argentina,RGA,SAWE,-53.7777,-67.7494,65,-3,N,America/Argentina/Ushuaia
198,2491,Gobernador Castello Airport,Viedma,Argentina,VDM,SAVV,-40.8692,-63.0004,20,-3,N,America/Argentina/Salta
199,2494,Puerto Deseado Airport,Puerto Deseado,Argentina,PUD,SAWD,-47.7353,-65.9041,268,-3,N,America/Argentina/Rio_Gallegos
200,2479,Laboulaye Airport,La Quiaca,Argentina,\N,SASQ,-34.1353989,-63.3623009,449,-3,N,America/Cordoba
201,2481,El Dorado Airport,El Dorado,Argentina,ELO,SATD,-26.3974991,-54.5746994,685,-3,N,America/Cordoba
202,2446,Mariano Moreno Airport,Jose C. Paz,Argentina,\N,SADJ,-34.5606,-58.7896,105,-3,N,America/Buenos_Aires
203,2482,Goya Airport,Goya,Argentina,OYA,SATG,-29.1058,-59.2189,128,-3,N,America/Cordoba
204,2496,Piloto Civil N. Fernández Airport,Rio Gallegos,Argentina,RGL,SAWG,-51.6089,-69.3126,61,-3,N,America/Argentina/Rio_Gallegos
205,11955,Dzhermuk Airport,Dzhermuk,Armenia,\N,UGEJ,39.8240013,45.6739998,0,\N,\N,\N
206,3964,Zvartnots International Airport,Yerevan,Armenia,EVN,UDYZ,40.1473007,44.3959007,2838,4,E,Asia/Yerevan
207,3965,Gyumri Shirak Airport,Gyumri,Armenia,LWN,UDSG,40.7504005,43.8592987,5000,4,E,Asia/Yerevan
208,3962,Erebuni Airport,Yerevan,Armenia,\N,UDYE,40.1221008,44.4650002,2948,4,E,Asia/Yerevan
209,3963,Stepanavan Airport,Stepanavan,Armenia,\N,UDLS,41.0485001,44.3372002,4836,4,E,Asia/Yerevan
210,2895,Queen Beatrix International Airport,Oranjestad,Aruba,AUA,TNCA,12.5014,-70.015198,60,-4,U,America/Aruba
